"Source Name","Live Substance Count","On-Hold Substance Count","Live BioAssay Count","On-Hold BioAssay Count","Linked Substance Count","Annotation Count","Classification Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Updated","Description","License URL","License Note","Pathway Count"
"Kode Lab, Tumor Immunology & Immunotherapy Group, Advanced Centre for Treatment, Research & Education in Cancer (ACTREC), Tata Memorial Centre",1,"","","","","","","Governmental Organizations","https://www.actrec.gov.in/dr-jyoti-anand-kode",25457,"Advanced Centre for Treatment, Research & Education in Cancer (ACTREC) Tata Memorial Centre","Jyoti Kode","Sector 22, Utsav Chowk - CISF Rd, Owe Camp, Kharghar","Navi Mumbai","Maharashtra",410210,"India","2022/06/29","The Kode Lab, Tumor Immunology & Immunotherapy Group, Advanced Centre for Treatment, Research & Education in Cancer (ACTREC), Tata Memorial Centre  is actively engaged in deciphering the role of NLRP3 inflammasome pathway molecules in various cancers. Inflammasome pathway forms a part of host defense innate immune mechanisms. They have standardized in vitro model of inflammasome activation using few cancer cell lines (oral cancer/ leukemia). This model has been further utilized to elucidate role of chemically synthesized inhibitors, phytoextracts and phytochemicals in alleviating damage -associated inflammation and neoplastic progression.","","",""
"Krishnasamy Nithya, Chinnasamy Muthukumar, Dhanasekaran Dharumadurai",5,"","","","","","","Legacy Depositors, Research and Development","http://www.bdu.ac.in",1304,"Bharathidasan University","Dharamadurai Dhanasekaran","Palkalaiperur","Tiruchirappalli","TamilNadu",620024,"India","2016/08/25","Antimicrobial compound from desert actinobacterium Streptomyces griseorubens DA3-7","","",""
"KU Outreach Library, The University of Kansas",5634,"","","","","","","Legacy Depositors, Research and Development, NIH Initiatives","http://cmld.ku.edu/outreach",1174,"The University of Kansas / CMLD","Patrick Porubsky","2034 Becker Drive","Lawrence","Kansas",66047,"United States","2014/01/08","","","",""
"KUMGM",5420,"","","","","","","Legacy Depositors, NIH Initiatives","http://scc.ku.edu/","KUMGM","University of Kansas Molecular Graphics & Modeling Laboratory","Gerald Lushington","1251 Wescoe Hall Dr.","Lawrence","KS",66045,"United States","2009/09/14","","","",""
"KunShan HS Chemicals Co., Ltd.",23,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.hschemicals.com/index.php",2329,"KunShan HS Chemicals Co., Ltd.","jason zhou","NO.530 of Kuntai Road, Kunshan City, Jiangsu province.","Kunshan City","Jiangsu province",215337,"China","2014/04/15","","","",""
"Lab and Research Safety, University of Minnesota","","","","","",244,"","Curation Efforts","https://dehs.umn.edu/department-environmental-health-safety/lab-research-safety",23714,"University of Minnesota","Jodi Ogilvie","501 SE 23rd Ave","Minneapolis","MN",55455,"United States","2019/11/18","The University of Minnesota Laboratory and Research Safety program works to influence and facilitate continuous improvement in the area of safety performance in the research community. We do this by developing management systems, tools, and metrics that drive the integration of safe work practices into normal university operations.","","",""
"Lab CT",1,"","","","","","","Research and Development","http://www.labct.it/it/",15523,"Laboratorio Farmaceutico C.T. srl","Roberto Cacciaglia","Via Dante Alighieri, 71","Sanremo","Imperia",18038,"Italy","2017/03/28","Laboratorio Farmaceutico CT Srl (Lab CT) has experience in the fields of research and development of new pharmaceutical products giving the company the opportunity to be a reliable Contract Developer and Contract Manufacturer specialized in the manufacture of generic pharmaceutical products.","","",""
"LabNetwork, a WuXi AppTec Company",798869,"","","","","","","Chemical Vendors","https://www.labnetwork.com/frontend-app/p/",15763,"LabNetwork, A WuXi AppTec Company","John Shirley","55 Cambridge Parkway, 8th Floor","Cambridge","MA",02142,"United States","2018/07/07","LabNetwork is a platform matching buyers and suppliers of synthetic research compounds. With over 2,000 suppliers and 4 million products, LabNetwork provides a comprehensive offering for drug discovery and other research needs.","","",""
"Laboratorio de Genomica e Expressao (LGE), UNICAMP",118,"",1,"",117,"","","Research and Development","http://lge.ibi.unicamp.br/",20989,"Laboratorio de Genomica e Expressao","Mario Barsottini","Rua Carl Von Linaeus, Cidade Universitaria","Campinas","Sao Paulo",13083-970,"Brazil","2019/01/24","The Laboratory of Genomics and Expression at UNICAMP is interested in solving pressing global issues with the aid of genetics and biotechnology. We focus on tropical plant pathogens, bioeconomy, biofuels, genomic & transcriptomic sequencing and neural development.","","",""
"Laboratory of Environmental Genomics, Carolina Center for Computational Toxicology, University of North Carolina at Chapel Hill",14,"",2,"",14,"","","Legacy Depositors, Research and Development","http://comptox.unc.edu","Laboratory of Environmental Genomics, Carolina Center for Computational Toxicology, University of North Carolina at Chapel Hill","University of North Carolina","Ivan Rusyn","0031 MHRC","Chapel Hill","NC",27599,"United States","2011/04/18","","","",""
"labseeker",56323,"","","","","","","Chemical Vendors","http://www.labseeker.com",1227,"labseeker Inc","Linda Liu","No.2356 changan road,wujiang,suzhou,jiangsu","suzhou","jiangsu",215200,"China","2017/04/25","","","",""
"Lan Pharmatech",94079,"","","","","","","Chemical Vendors","http://www.lanpharmatech.com",23699,"Lan Pharmatech Ltd.","Dianna Xu","5F, Building 1, 333th Hezuo Road","Chengdu","Sichuan",610000,"China","2022/06/01","Lan Pharmatech focuses on small molecules, intermediates & impurities design and manufacture. We optimize APIs and have pilot plant.","","",""
"Lancrix Chemicals",159,"","","","","","","Legacy Depositors, Chemical Vendors","https://www.lancrix.com/",4492,"Lancrix Chemicals","Lily Xu","88 Sibao Road","Shanghai","Shanghai",201601,"China","2014/11/29","LANCRIX was established to supply researchers in life science with comprehensive high performance reagents.","","",""
"Latoxan",3,"","","","","","","Chemical Vendors","https://www.latoxan.com/",23243,"LATOXAN","Hugues Baeza","845, Avenue Pierre Brossolette","Portes-les-Valence","",26800,"France","2020/02/20","Latoxan is the leading producer of venoms from snakes, scorpions and batrachians with over 300 different venoms available worldwide, and other active ingredients including venom peptides & toxins, plant molecules and plant extracts. Latoxan supplies pharmaceutical industry, academic and pharma research centers, and worldwide distributors of Life sciences reagents with products that are both source and tools for researchers : Ion Channel Modulators, metalloprotease, Enzyme modulators, etc.","","",""
"LeadScope",173358,"","","","","","","Legacy Depositors, Subscription Services","http://www.leadscope.com","LeadScope","LeadScope","Kevin Cross","1393 Dublin Road","Columbus","OH",43215-1084,"United States","2008/07/11","","","",""
"LEAPCHEM",24721,"","","","","","","Chemical Vendors","http://www.leapchem.com",24554,"LEAP CHEM Co., Ltd.","David Zhang","EASEY COMM BLDG 253-261 HENNESSY ROAD","Hong Kong","","","China","2021/02/03","LEAPChem is a specialized fine chemical supplier for research, development and production. LEAPChem provides nearly 200,000 rare and innovative chemical products to support research & bulk manufacturing activities.","","",""
"LEO BIOCHEM",441,"","","","","","","Chemical Vendors","http://www.leobiochem.com/en/col.jsp?id=104",15541,"LEO BIOCHEM","Yvonne Lee","Room 501, Building 10, No.36 Chaofeng East Road","Hangzhou","Zhejiang",311100,"China","2017/08/09","LEO BIOCHEM specializes in the production and services for PEG(Polyethylene Glycol) linkers, amino acid derivatives, etc. LEO BIOCHEM has professionals in the area of biochemical technology and is committed to offer high quality products and services.","","",""
"Lewis Laboratory, University of Nebraska Medical Center",14305,"",3,"",14305,"","","Research and Development","https://www.unmc.edu/eppley/lewislab/",22084,"University of Nebraska Medical Center","Robert Lewis","987696 Nebraska Medical Center","Omaha","NE",68198,"United States","2018/08/15","The Lewis Laboratory at the University of Nebraska Medical Center has the goal to understand the signal transduction mechanisms that regulate energy expenditure and response to energy stress that are critical for the development of normal tissue and tumor cell survival. To that end, the lab's research focus resides primarily on the role of molecular scaffolds Kinase Suppressor of Ras 1 (KSR1) and KSR2 in these processes.","","",""
"LGC Standards",18975,"","","","","","","Chemical Vendors","https://www.lgcstandards.com",15699,"LGC GmbH","Erhard Dreiseidler","Im Biotechnologiepark, TGZ II","Luckenwalde","",14943,"Germany","2022/06/10","LGC Standards, a science service company, is Europe's leading independent provider of analytical, forensic and diagnostic services and reference standards.","","",""
"Life Chemicals",1279643,"","","","","","","Chemical Vendors","https://lifechemicals.com/",1186,"Life Chemicals","Alexandra Yemets","1A Dixie Avenue","Niagara-on-the-Lake","Ontario","L0S 1J0","Canada","2022/02/17","","","",""
"Life Technologies, Applied Biosystems, Ambion",64752,"","","","","","","Legacy Depositors, siRNA Reagent Vendors","http://www.thermofisher.com/sirna",1019,"Life Technologies","Ayaz Majid","2130 Woodward Street","Austin","TX",78744,"United States","2014/03/02","","","",""
"LINCS Data Portal","","","","","",1049,"","Research and Development","http://lincsportal.ccs.miami.edu/",24991,"University of Miami","LDP Staff","1320 S Dixie Hwy","Coral Gables","FL",33146,"United States","2021/12/21","The LINCS Data Portal (LDP) gives access to data that indicates how cells respond to various genetic and environmental stressors. The Library of Integrated Network-Based Cellular Signatures (LINCS) project gives a more detailed understanding of cell pathways and aids efforts to develop therapies that might restore perturbed pathways and networks to their normal states. It is funded by the NIH Common Fund.","http://lincsportal.ccs.miami.edu/dcic-portal/#/terms","LINCS Data Portal provides access to LINCS data from various sources. The use of these data is conditional on the terms of use from the respective data producing centers and the LINCS Consortium.",""
"LIPID MAPS",43399,"","","","",45372,1,"Research and Development, Curation Efforts","https://lipidmaps.org/","LipidMAPS","Cardiff University School of Medicine","Caroline Jeffs","Cardiff University, Heath Park","Cardiff","Wales","CF14 4XN","United Kingdom","2022/05/18","The LIPID MAPS Lipidomics Gateway maintains and develops its internationally-recognized classification system and curated lipid structure database, the largest in the world. LIPID MAPS supports the integrative systems-level analyses of multiomics measurements in human physiology and pathophysiology.","","",15
